Type,StartX,StartY,EndX,EndY,Width
Wall,254202.32848351897,2821021.8421402434,254204.04423563762,2821016.2073428268,0.0
Wall,254204.04423563762,2821016.2073428268,254199.6427539095,2821005.6217885753,0.0
Wall,254199.6427539095,2821005.6217885753,254195.11016113427,2821003.7559630526,0.0
Wall,254195.11016113427,2821003.7559630526,254180.2123831715,2821011.7245049244,0.0
Wall,254180.2123831715,2821011.7245049244,254177.86954995352,2821016.960807949,0.0
Wall,254177.86954995352,2821016.960807949,254180.1961804035,2821026.453396643,0.0
Wall,254180.1961804035,2821026.453396643,254186.80664109817,2821029.5278814295,0.0
Wall,254186.80664109817,2821029.5278814295,254189.19605972717,2821028.344745261,0.0
Wall,254190.84021553508,2821026.0757599897,254191.41875741235,2821027.2441620524,0.0
Wall,254188.61751784993,2821027.176343199,254189.19605972717,2821028.344745261,0.0
Wall,254209.58189456598,2821016.9663861315,254208.48995825223,2821014.7270807526,0.0
Wall,254208.48995825223,2821014.7270807526,254205.99935312397,2821015.941556549,0.0
Wall,254205.99935312397,2821015.941556549,254206.46837266203,2821016.903405661,0.0
Wall,254206.67112565332,2821017.3192045116,254207.09128943773,2821018.1808619276,0.0
Wall,254207.09128943773,2821018.1808619276,254209.58189456598,2821016.9663861315,0.0
Wall,254214.05178200046,2821012.911436553,254212.9264550773,2821010.4368600585,0.0
Wall,254208.65075876305,2821015.0568449013,254214.05178200046,2821012.911436553,0.0
Wall,254212.619787068,2821009.7625018503,254211.80112815413,2821007.962283564,0.0
Wall,254211.80112815413,2821007.962283564,254206.47530605213,2821010.559275742,0.0
Wall,254206.47530605213,2821010.559275742,254208.48995825223,2821014.7270807526,0.0
Wall,254203.2637848014,2821010.6210467555,254208.1388692767,2821008.4256653367,0.0
Wall,254203.62445842862,2821005.5372927063,254201.19305846342,2821006.6446466674,0.0
Wall,254201.19305846342,2821006.6446466674,254203.2637848014,2821010.6210467555,0.0
Wall,254211.38516995974,2821003.414878772,254210.73858835406,2821002.297241681,0.0
Wall,254210.73858835406,2821002.297241681,254204.23407742806,2821005.2596485415,0.0
Wall,254212.1939963492,2821004.8129611877,254211.51258701732,2821003.635123252,0.0
Wall,254212.064521537,2821006.6578387334,254213.013953752,2821006.230283918,0.0
Wall,254213.013953752,2821006.230283918,254212.37848203673,2821005.1318506296,0.0
Wall,254210.87747754657,2821007.1923965104,254211.7877095102,2821006.7824946204,0.0
Wall,254209.39490280536,2821007.8600397184,254210.46214482,2821007.3794319876,0.0
Wall,254208.24661222435,2821008.3771457947,254209.09862863377,2821007.993459932,0.0
Wall,254219.48384342433,2821009.179072774,254216.8360250299,2821004.765903729,0.0
Wall,254216.8360250299,2821004.765903729,254215.6163499493,2821005.50969434,0.0
Wall,254214.92803916396,2821005.9294447377,254213.61089282972,2821006.732675937,0.0
Wall,254213.61089282972,2821006.732675937,254216.59257933783,2821011.243129556,0.0
Wall,254216.59257933783,2821011.243129556,254217.714842361,2821010.4419524465,0.0
Wall,254218.0382113811,2821010.211101165,254218.53162930047,2821009.8588529537,0.0
Wall,254218.81032958292,2821009.659890427,254219.48384342433,2821009.179072774,0.0
Wall,254206.54684491028,2821002.335611235,254203.9172083297,2821003.6774505386,0.0
Wall,254203.9172083297,2821003.6774505386,254202.92070278845,2821001.9358637603,0.0
Wall,254202.92070278845,2821001.9358637603,254201.6037473824,2820999.7192707136,0.0
Wall,254207.13563459716,2820999.879001449,254202.99906495813,2821002.0728168557,0.0
Wall,254201.28954041723,2820999.1904229103,254200.19391746414,2820997.3463587845,0.0
Wall,254200.19391746414,2820997.3463587845,254204.74929024154,2820995.073863727,0.0
Wall,254204.74929024154,2820995.073863727,254207.696423973,2820999.6055477746,0.0
Wall,254207.696423973,2820999.6055477746,254207.14860648356,2820999.8726760615,0.0
Wall,254207.14860648356,2820999.8726760615,254207.36158960915,2821000.309454519,0.0
Wall,254200.91914502718,2820996.984571477,254200.00225331873,2820995.5542955166,0.0
Wall,254200.00225331873,2820995.5542955166,254197.57867989168,2820996.7360851285,0.0
Wall,254197.57867989168,2820996.7360851285,254198.82564221424,2820998.84251735,0.0
Wall,254198.82564221424,2820998.84251735,254197.48749147105,2821000.367541454,0.0
Wall,254197.48749147105,2821000.367541454,254196.2897206235,2820999.5685096397,0.0
Wall,254196.2897206235,2820999.5685096397,254194.94326314767,2821001.659870015,0.0
Wall,254194.94326314767,2821001.659870015,254198.20152192324,2821003.9972429224,0.0
Wall,254198.20152192324,2821003.9972429224,254202.8102332243,2821001.749930306,0.0
Wall,254202.56069234599,2821001.3299232405,254198.09441437584,2821003.50778212,0.0
Wall,254198.09441437584,2821003.50778212,254195.19183673343,2821001.2737776525,0.0
Wall,254202.32084476846,2821000.926231156,254198.25498992237,2821002.908834599,0.0
Wall,254198.25498992237,2821002.908834599,254195.47266534215,2821000.8375857677,0.0
Wall,254202.0141870859,2821000.410089696,254198.21347779557,2821002.3255644627,0.0
Wall,254198.21347779557,2821002.3255644627,254195.71745277775,2821000.4573741737,0.0
Wall,254201.7424207804,2820999.952674585,254198.19235871852,2821001.6837657164,0.0
Wall,254198.19235871852,2821001.6837657164,254195.95452644848,2821000.0891438434,0.0
Wall,254200.61506504068,2820998.055200394,254198.82564221424,2820998.84251735,0.0
Wall,254200.81656695445,2820996.8245580858,254198.34628662255,2820998.0327654867,0.0
Wall,254200.52409577527,2820996.3683270034,254198.03056854312,2820997.499438438,0.0
Wall,254203.31262848197,2820993.142746993,254201.37456942812,2820990.372949321,0.0
Wall,254201.37456942812,2820990.372949321,254198.61453112992,2820992.3041796293,0.0
Wall,254198.61453112992,2820992.3041796293,254199.42869504355,2820993.4748391593,0.0
Wall,254212.14618294485,2820992.51238525,254210.07629148653,2820989.6365552656,0.0
Wall,254210.07629148653,2820989.6365552656,254208.4659789898,2820990.7955848677,0.0
Wall,254199.85795281426,2820994.0920547983,254200.66473941287,2820995.252106729,0.0
Wall,254200.66473941287,2820995.252106729,254203.31262848197,2820993.142746993,0.0
Wall,254207.82563212828,2820991.2564773774,254206.5977662025,2820992.140239354,0.0
Wall,254206.5977662025,2820992.140239354,254208.94055209853,2820995.0335995406,0.0
Wall,254208.94055209853,2820995.0335995406,254212.14618294485,2820992.51238525,0.0
Wall,254194.00561700625,2820991.3031252334,254198.83660189004,2820988.311360349,0.0
Wall,254198.83660189004,2820988.311360349,254198.5542906464,2820987.8545023715,0.0
Wall,254196.32764362547,2820984.251169249,254195.97666380342,2820983.6831864454,0.0
Wall,254195.97666380342,2820983.6831864454,254190.98851254003,2820986.9371082084,0.0
Wall,254190.98851254003,2820986.9371082084,254192.16671357205,2820988.642069313,0.0
Wall,254192.86554375023,2820989.6533383927,254194.00561700625,2820991.3031252334,0.0
Wall,254196.69186715182,2820989.639566135,254198.1607361338,2820992.651872046,0.0
Wall,254198.1607361338,2820992.651872046,254194.79949860793,2820994.290888032,0.0
Wall,254194.79949860793,2820994.290888032,254194.1371903662,2820993.109049766,0.0
Wall,254193.77186148317,2820992.457148391,254193.064375172,2820991.194693324,0.0
Wall,254193.064375172,2820991.194693324,254193.65069479102,2820990.789521395,0.0
Wall,254195.532292997,2820983.973062947,254193.66896333397,2820981.256631308,0.0
Wall,254193.66896333397,2820981.256631308,254188.4999473231,2820983.7771612643,0.0
Wall,254188.4999473231,2820983.7771612643,254189.4417365963,2820985.3263833285,0.0
Wall,254189.88505895442,2820986.0556385857,254190.6466401796,2820987.3084224844,0.0
Wall,254190.6466401796,2820987.3084224844,254191.05168259022,2820987.0285208584,0.0
Wall,254193.66896333397,2820981.256631308,254194.3016639332,2820980.9481120827,0.0
Wall,254194.3016639332,2820980.9481120827,254192.08620793474,2820977.248509696,0.0
Wall,254192.08620793474,2820977.248509696,254186.54184790704,2820979.9520659456,0.0
Wall,254186.54184790704,2820979.9520659456,254187.50830390208,2820981.6070887987,0.0
Wall,254187.897405604,2820982.273412162,254188.7144464154,2820983.672566621,0.0
Wall,254191.46118944968,2820976.845963993,254187.59542914736,2820978.7309967782,0.0
Wall,254187.59542914736,2820978.7309967782,254186.6416713071,2820977.288690593,0.0
Wall,254188.43375854497,2820973.5083463797,254187.0407901521,2820971.4451508652,0.0
Wall,254187.0407901521,2820971.4451508652,254186.4417483206,2820971.7597333854,0.0
Wall,254185.34254844818,2820974.237356627,254185.8265321323,2820974.925213943,0.0
Wall,254185.1315118293,2820972.4477946777,254184.36618059556,2820972.849702884,0.0
Wall,254184.36618059556,2820972.849702884,254184.9047481148,2820973.615136969,0.0
Wall,254186.264818709,2820971.8526467015,254185.70348537382,2820972.147426875,0.0
Wall,254186.21253270132,2820976.6397320847,254185.27644754798,2820975.2241511587,0.0
Wall,254185.27644754798,2820975.2241511587,254189.11193614244,2820973.1397984717,0.0
Wall,254189.11193614244,2820973.1397984717,254191.46118944968,2820976.845963993,0.0
Wall,254202.62104121177,2820983.0378299146,254204.92456075613,2820981.914581311,0.0
Wall,254205.36826511516,2820981.698220958,254205.99015139983,2820981.3949750387,0.0
Wall,254205.99015139983,2820981.3949750387,254205.46673176868,2820980.469233503,0.0
Wall,254205.31083442224,2820980.1935070297,254204.78141677805,2820979.257157161,0.0
Wall,254204.57080088614,2820978.8846532125,254203.98031680018,2820977.840298718,0.0
Wall,254203.98031680018,2820977.840298718,254202.96319899106,2820978.361061302,0.0
Wall,254202.7029883812,2820978.494288691,254202.14387988622,2820978.780551287,0.0
Wall,254201.97491339405,2820978.8670618427,254200.6594512801,2820979.540576203,0.0
Wall,254200.6594512801,2820979.540576203,254202.62104121177,2820983.0378299146,0.0
Wall,254195.9058160568,2820967.5739511936,254200.51974630676,2820964.0453560697,0.0
Wall,254200.51974630676,2820964.0453560697,254198.9900775179,2820961.9183849944,0.0
Wall,254195.48386858098,2820966.9798422023,254195.92626515045,2820967.558312342,0.0
Wall,254196.99706100003,2820961.2765384307,254193.29528287254,2820964.1180851995,0.0
Wall,254193.29528287254,2820964.1180851995,254194.91132663362,2820966.2311962065,0.0
Wall,254198.26348007633,2820960.9080671053,254197.9837643292,2820960.519128462,0.0
Wall,254197.9837643292,2820960.519128462,254197.34869128882,2820961.0066211433,0.0
Wall,254198.76456270958,2820961.604811574,254198.49156422386,2820961.225213136,0.0
Wall,254196.6248732872,2820947.478070031,254191.9215792775,2820950.0733914897,0.0
Wall,254191.9215792775,2820950.0733914897,254190.6124969643,2820951.1808565017,0.0
Wall,254190.6124969643,2820951.1808565017,254188.70091211764,2820952.288036839,0.0
Wall,254188.70091211764,2820952.288036839,254185.45197099622,2820946.573564495,0.0
Wall,254185.45197099622,2820946.573564495,254186.02798119077,2820946.265481893,0.0
Wall,254186.89221180318,2820945.803242824,254193.61937457067,2820942.2051783632,0.0
Wall,254193.61937457067,2820942.2051783632,254196.6248732872,2820947.478070031,0.0
Wall,254189.97742773587,2820928.175089782,254190.0338688909,2820929.778564791,0.0
Wall,254190.05982751265,2820930.516040863,254190.1136805345,2820932.0459878435,0.0
Wall,254190.1136805345,2820932.0459878435,254193.77104183575,2820931.8586033667,0.0
Wall,254193.77104183575,2820931.8586033667,254193.6434796889,2820927.933024211,0.0
Wall,254193.6434796889,2820927.933024211,254189.97742773587,2820928.175089782,0.0
Wall,254184.85140146542,2820939.3911068556,254190.3566634215,2820936.4109078217,0.0
Wall,254190.3566634215,2820936.4109078217,254193.30781051394,2820941.625298916,0.0
Wall,254193.30781051394,2820941.625298916,254187.82282229475,2820944.560409083,0.0
Wall,254187.82282229475,2820944.560409083,254186.79828340345,2820942.7780458713,0.0
Wall,254186.13945713826,2820941.6319032423,254184.85140146542,2820939.3911068556,0.0
Wall,254275.88116944954,2821016.3477590987,254271.61686768365,2821008.213095369,0.0
Wall,254271.61686768365,2821008.213095369,254270.83326933044,2821008.5951957763,0.0
Wall,254274.12611784777,2821012.999789046,254270.33228998506,2821014.833948922,0.0
Wall,254270.2638496672,2821008.8728577755,254269.58562253803,2821009.2035767734,0.0
Wall,254269.11050111082,2821009.435256805,254267.77482891388,2821010.0865609944,0.0
Wall,254267.77482891388,2821010.0865609944,254268.17971898982,2821010.8381541586,0.0
Wall,254268.42815624768,2821011.299325612,254268.84438268092,2821012.0719623356,0.0
Wall,254269.1688531818,2821012.6742734937,254269.63091410062,2821013.5319922883,0.0
Wall,254269.78172160947,2821013.8119346714,254270.9957031956,2821016.0654358454,0.0
Wall,254271.37495638625,2821016.7694395306,254272.1631627817,2821018.2325787228,0.0
Wall,254272.1631627817,2821018.2325787228,254275.88116944954,2821016.3477590987,0.0
Wall,254284.52151526161,2821011.181647595,254284.62187766648,2821011.663454037,0.0
Wall,254284.62187766648,2821011.663454037,254278.43320802052,2821012.1833022884,0.0
Wall,254278.43320802052,2821012.1833022884,254278.30858470898,2821010.8261381807,0.0
Wall,254284.24555487244,2821008.275225438,254284.52426263122,2821008.2433990203,0.0
Wall,254284.52426263122,2821008.2433990203,254284.41744900998,2821007.3080193284,0.0
Wall,254284.41744900998,2821007.3080193284,254284.47107308186,2821007.0046531493,0.0
Wall,254279.23065823904,2821008.3280832763,254278.95460384816,2821006.4648144357,0.0
Wall,254284.14688249546,2821011.7033536313,254284.57394019727,2821014.721748769,0.0
Wall,254284.57394019727,2821014.721748769,254280.59661018883,2821015.107050183,0.0
Wall,254280.59661018883,2821015.107050183,254280.48969496493,2821013.834249902,0.0
Wall,254280.4224625732,2821013.033864288,254280.3375781295,2821012.023335199,0.0
Wall,254278.20942439305,2821009.746269414,254278.08031103603,2821008.3402081253,0.0
Wall,254278.08031103603,2821008.3402081253,254284.24555487244,2821008.275225438,0.0
Wall,254284.24555487244,2821008.275225438,254284.3910793665,2821008.574646978,0.0
Wall,254278.77608325562,2821005.2598640043,254278.49701233505,2821003.3762346627,0.0
Wall,254278.49701233505,2821003.3762346627,254283.77576445576,2821003.140007709,0.0
Wall,254283.77576445576,2821003.140007709,254284.09130339624,2821004.3447332894,0.0
Wall,254278.49701233505,2821003.3762346627,254277.94015455001,2821001.220587566,0.0
Wall,254277.94015455001,2821001.220587566,254279.52018188013,2821001.217733628,0.0
Wall,254283.77576445576,2821003.140007709,254283.2234579908,2820998.4528604103,0.0
Wall,254283.2234579908,2820998.4528604103,254277.24087376753,2820998.3618688807,0.0
Wall,254277.24087376753,2820998.3618688807,254277.68308150664,2821000.421635026,0.0
Wall,254277.68308150664,2821000.421635026,254279.5220536916,2821000.3928521904,0.0
Wall,254307.28757833742,2821003.185723642,254305.9882152199,2820999.2999494085,0.0
Wall,254305.9882152199,2820999.2999494085,254303.29794651046,2821000.6117857154,0.0
Wall,254302.7931423031,2821000.857939746,254301.0173812967,2821001.7238412644,0.0
Wall,254301.0173812967,2821001.7238412644,254302.7767819478,2821005.407335783,0.0
Wall,254302.7767819478,2821005.407335783,254307.28757833742,2821003.185723642,0.0
Wall,254260.99808324303,2821007.6045124726,254259.80135919806,2821005.8130048215,0.0
Wall,254259.38051239963,2821005.1829930297,254258.01451694604,2821003.138084417,0.0
Wall,254258.01451694604,2821003.138084417,254262.73074442626,2820999.803846507,0.0
Wall,254262.73074442626,2820999.803846507,254265.92293606437,2821004.3191517526,0.0
Wall,254265.92293606437,2821004.3191517526,254261.00013059622,2821007.6075773803,0.0
Wall,254243.47538865276,2821011.0004515117,254243.13347491767,2821010.353887036,0.0
Wall,254242.4367821701,2821011.5206061173,254243.47538865276,2821011.0004515117,0.0
Wall,254242.97497330626,2821010.054157892,254242.56318041234,2821009.275450782,0.0
Wall,254242.45140525268,2821009.0640821233,254242.16299513262,2821008.5186938606,0.0
Wall,254242.16299513262,2821008.5186938606,254239.43683887395,2821009.903775919,0.0
Wall,254239.43683887395,2821009.903775919,254240.65931847863,2821012.410794982,0.0
Wall,254240.65931847863,2821012.410794982,254241.79477969065,2821011.842133618,0.0
Wall,254259.73677569695,2821000.98402725,254257.1910938347,2820997.0311725694,0.0
Wall,254257.1910938347,2820997.0311725694,254252.77215806957,2820999.6764608677,0.0
Wall,254252.77215806957,2820999.6764608677,254253.7457015007,2821001.1587030846,0.0
Wall,254254.27172735415,2821001.9595895186,254255.37267347716,2821003.6358052576,0.0
Wall,254255.37267347716,2821003.6358052576,254259.73677569695,2821000.98402725,0.0
Wall,254269.96400274397,2820993.114355651,254268.20319546317,2820989.1004232247,0.0
Wall,254268.20319546317,2820989.1004232247,254261.55055675426,2820991.7920150314,0.0
Wall,254261.55055675426,2820991.7920150314,254262.59051126326,2820993.9247179157,0.0
Wall,254263.514738773,2820995.820091856,254262.7366989598,2820996.1994817927,0.0
Wall,254262.7366989598,2820996.1994817927,254262.07754968147,2820994.847721158,0.0
Wall,254262.07754968147,2820994.847721158,254262.85558949466,2820994.4683312215,0.0
Wall,254262.45849996898,2820993.6539937006,254261.78745102847,2820993.9812124507,0.0
Wall,254261.78745102847,2820993.9812124507,254260.54049800802,2820991.4240041496,0.0
Wall,254260.54049800802,2820991.4240041496,254262.57773673543,2820990.430600138,0.0
Wall,254262.57773673543,2820990.430600138,254262.97679562704,2820991.2149728937,0.0
Wall,254262.80005636968,2820994.3544458016,254263.514738773,2820995.820091856,0.0
Wall,254263.514738773,2820995.820091856,254269.96400274397,2820993.114355651,0.0
Wall,254261.7870829466,2820995.199162487,254260.81709566416,2820995.672150382,0.0
Wall,254261.02488282684,2820993.3454947867,254259.94042371752,2820993.8743017525,0.0
Wall,254262.32224492746,2820996.2966542426,254260.85103275048,2820997.0140508143,0.0
Wall,254260.48972084597,2820992.248003031,254258.9040368421,2820993.021218673,0.0
Wall,254262.32224492746,2820996.2966542426,254261.7870829466,2820995.199162487,0.0
Wall,254261.02488282684,2820993.3454947867,254260.48972084597,2820992.248003031,0.0
Wall,254238.42643911802,2821008.2151005403,254243.00602942467,2821005.9819879844,0.0
Wall,254243.00602942467,2821005.9819879844,254241.2589512594,2821002.3991402644,0.0
Wall,254241.2589512594,2821002.3991402644,254239.4388364516,2821003.3621291537,0.0
Wall,254238.77681261522,2821003.7123936517,254236.80193579115,2821004.7572642458,0.0
Wall,254236.80193579115,2821004.7572642458,254238.42643911802,2821008.2151005403,0.0
Wall,254227.89529777667,2820996.0321141263,254229.6250266641,2820995.188658918,0.0
Wall,254230.482990034,2820999.975107447,254230.3824765228,2821001.1703033736,0.0
Wall,254230.3824765228,2821001.1703033736,254231.1724337199,2821002.790320382,0.0
Wall,254231.1724337199,2821002.790320382,254233.20911673934,2821003.132381098,0.0
Wall,254233.20911673934,2821003.132381098,254234.94345765706,2821002.286676958,0.0
Wall,254234.94345765706,2821002.286676958,254235.6886882597,2821000.597801812,0.0
Wall,254235.6886882597,2821000.597801812,254234.90446896912,2820998.9895519046,0.0
Wall,254234.90446896912,2820998.9895519046,254233.74885129623,2820998.3825990995,0.0
Wall,254230.482990034,2820999.975107447,254229.94573700408,2821000.2370842625,0.0
Wall,254229.94573700408,2821000.2370842625,254227.89529777667,2820996.0321141263,0.0
Wall,254230.54968142172,2820994.7377761942,254232.28915465617,2820993.88956942,0.0
Wall,254232.28915465617,2820993.88956942,254234.33959388357,2820998.0945395567,0.0
Wall,254234.33959388357,2820998.0945395567,254233.74885129623,2820998.3825990995,0.0
Wall,254228.59534139076,2820982.2511197207,254224.69231017548,2820985.877023881,0.0
Wall,254224.69231017548,2820985.877023881,254228.03128026926,2820989.4796031774,0.0
Wall,254228.03128026926,2820989.4796031774,254231.83174970164,2820985.9572230345,0.0
Wall,254231.83174970164,2820985.9572230345,254230.34452343508,2820984.254157888,0.0
Wall,254229.87981240448,2820983.722004054,254228.59534139076,2820982.2511197207,0.0
Wall,254247.90413450947,2820988.675467439,254247.9936581234,2820988.7811298645,0.0
Wall,254249.56409536576,2820990.634676666,254251.04806741985,2820992.386170823,0.0
Wall,254251.04806741985,2820992.386170823,254246.12714167588,2820996.204971659,0.0
Wall,254246.12714167588,2820996.204971659,254244.3226754964,2820993.8797275685,0.0
Wall,254243.97013218162,2820993.4254385,254243.19041692538,2820992.420693544,0.0
Wall,254243.19041692538,2820992.420693544,254247.90413450947,2820988.675467439,0.0
Wall,254249.34749173713,2820987.1674269666,254253.57785099384,2820984.199651469,0.0
Wall,254253.57785099384,2820984.199651469,254250.8752032905,2820981.0010342826,0.0
Wall,254250.8752032905,2820981.0010342826,254249.19600419578,2820982.1967706433,0.0
Wall,254248.77884758552,2820982.4938225704,254246.68249188052,2820983.9866108582,0.0
Wall,254246.68249188052,2820983.9866108582,254249.34749173713,2820987.1674269666,0.0
Wall,254253.66539011113,2820970.9611382675,254255.52308845992,2820974.7708420493,0.0
Wall,254255.52308845992,2820974.7708420493,254251.296839756,2820976.670442404,0.0
Wall,254251.296839756,2820976.670442404,254249.59450920438,2820972.8817066173,0.0
Wall,254249.59450920438,2820972.8817066173,254251.4365137904,2820972.0126820034,0.0
Wall,254252.19109951568,2820971.656682038,254253.66539011113,2820970.9611382675,0.0
Wall,254250.1319272161,2820975.3457611757,254249.34662072815,2820973.7352816816,0.0
Wall,254249.34662072815,2820973.7352816816,254248.5417335154,2820974.099737393,0.0
Wall,254247.8972244004,2820974.391573348,254246.44782807268,2820975.0478650145,0.0
Wall,254246.44782807268,2820975.0478650145,254247.26693306063,2820976.7276573083,0.0
Wall,254247.26693306063,2820976.7276573083,254250.1319272161,2820975.3457611757,0.0
Wall,254234.94794952136,2820981.7938196426,254239.537149806,2820979.1333728866,0.0
Wall,254239.537149806,2820979.1333728866,254237.0842080068,2820974.686261158,0.0
Wall,254237.0842080068,2820974.686261158,254232.52719033443,2820977.396037872,0.0
Wall,254232.52719033443,2820977.396037872,254233.5491505583,2820979.2526281793,0.0
Wall,254233.89289487863,2820979.877106861,254234.94794952136,2820981.7938196426,0.0
Wall,254231.54643223865,2820975.046644048,254237.57123707593,2820972.1088119647,0.0
Wall,254237.57123707593,2820972.1088119647,254237.06724721688,2820971.0752469227,0.0
Wall,254230.50954012762,2820972.9073886774,254231.54643223865,2820975.046644048,0.0
Wall,254236.91669045782,2820970.766490307,254236.4509676522,2820969.81140202,0.0
Wall,254236.2980772913,2820969.4978597346,254235.7419557435,2820968.357384821,0.0
Wall,254235.60344349642,2820968.073328676,254235.02491750673,2820966.886907505,0.0
Wall,254235.02491750673,2820966.886907505,254234.11542748104,2820967.3303955593,0.0
Wall,254233.9177568613,2820967.4267842565,254233.02412528274,2820967.862539371,0.0
Wall,254232.8346940008,2820967.9549103794,254229.0124672669,2820969.818715205,0.0
Wall,254229.0124672669,2820969.818715205,254230.12596287916,2820972.1160144545,0.0
Wall,254244.1567642707,2820964.288206776,254243.05629777882,2820961.6932967124,0.0
Wall,254243.05629777882,2820961.6932967124,254242.1745886954,2820962.123238147,0.0
Wall,254241.56916050997,2820962.4184587216,254240.69866550918,2820962.8429319137,0.0
Wall,254240.69866550918,2820962.8429319137,254240.93310902515,2820963.3937928868,0.0
Wall,254241.0033845759,2820963.5589160644,254241.33475483634,2820964.3375212797,0.0
Wall,254241.41713398232,2820964.531083709,254241.7733282393,2820965.3680167086,0.0
Wall,254241.7733282393,2820965.3680167086,254242.23302809402,2820965.159750801,0.0
Wall,254242.58165475613,2820965.001806334,254243.08916211108,2820964.771881354,0.0
Wall,254243.39165966777,2820964.634835567,254244.1567642707,2820964.288206776,0.0
Wall,254242.58687848196,2820959.505632841,254240.17763950446,2820960.956893435,0.0
Wall,254240.17763950446,2820960.956893435,254239.1420180035,2820959.632302907,0.0
Wall,254238.47986417223,2820958.785388573,254237.56456648457,2820957.6146957604,0.0
Wall,254237.56456648457,2820957.6146957604,254238.3160546435,2820957.135322301,0.0
Wall,254241.89304357185,2820958.6277034134,254242.58687848196,2820959.505632841,0.0
Wall,254241.24845118,2820957.812081972,254241.7159328967,2820958.4036001414,0.0
Wall,254240.48487010447,2820956.845900699,254241.02784971436,2820957.5329485415,0.0
Wall,254239.40386800072,2820956.4414073727,254239.910023878,2820956.1185311023,0.0
Wall,254239.910023878,2820956.1185311023,254240.34222529884,2820956.6654080907,0.0
Wall,254238.62062883674,2820956.9410347627,254239.19313627217,2820956.5758329076,0.0
Wall,254236.7217663297,2820959.5218161764,254233.0120084227,2820952.317297419,0.0
Wall,254233.0120084227,2820952.317297419,254229.6820870428,2820945.436842798,0.0
Wall,254229.6820870428,2820945.436842798,254222.0725846396,2820950.1555298464,0.0
Wall,254222.0725846396,2820950.1555298464,254221.9431400325,2820950.5967274224,0.0
Wall,254221.9431400325,2820950.5967274224,254219.08767648414,2820952.4247476174,0.0
Wall,254230.98506317972,2820960.7237740667,254232.09240985572,2820962.719853127,0.0
Wall,254232.09240985572,2820962.719853127,254230.93532807622,2820963.460623295,0.0
Wall,254230.6217487579,2820963.661378513,254229.84472789863,2820964.158831574,0.0
Wall,254229.66078080423,2820964.276595523,254227.7878491411,2820965.4756567553,0.0
Wall,254227.7878491411,2820965.4756567553,254227.20473552606,2820964.5054615475,0.0
Wall,254226.67041527975,2820963.6164496485,254226.05385006443,2820962.59059705,0.0
Wall,254223.40186917127,2820963.3459202177,254223.79444072928,2820964.0440403074,0.0
Wall,254223.79444072928,2820964.0440403074,254230.45136583323,2820959.761742825,0.0
Wall,254230.45136583323,2820959.761742825,254230.98506317972,2820960.7237740667,0.0
Wall,254230.98506317972,2820960.7237740667,254233.46993834488,2820959.075508999,0.0
Wall,254233.46993834488,2820959.075508999,254234.4770880254,2820960.925119884,0.0
Wall,254234.4770880254,2820960.925119884,254236.7217663297,2820959.5218161764,0.0
Wall,254221.41641566364,2820959.8151372243,254233.0120084227,2820952.317297419,0.0
Wall,254221.0629455272,2820959.1716726343,254221.41641566364,2820959.8151372243,0.0
Wall,254221.41641566364,2820959.8151372243,254223.12805996864,2820962.8589982768,0.0
Wall,254218.72679939942,2820952.6557751154,254218.0670210011,2820953.078154255,0.0
Wall,254217.73884264863,2820953.2882485692,254217.17164589732,2820953.6513584806,0.0
Wall,254216.84614090834,2820953.859741352,254216.05052955935,2820954.3690784834,0.0
Wall,254216.05052955935,2820954.3690784834,254216.66051742638,2820955.388982969,0.0
Wall,254216.8572016833,2820955.717840585,254217.55219986822,2820956.879882986,0.0
Wall,254217.55219986822,2820956.879882986,254218.39967533128,2820956.373022042,0.0
Wall,254218.67147537644,2820956.2104629674,254219.2471507943,2820955.8661610982,0.0
Wall,254219.2471507943,2820955.8661610982,254220.81289700238,2820958.716478956,0.0
Wall,254218.6971951187,2820976.510505338,254223.48502208045,2820972.8093307987,0.0
Wall,254223.48502208045,2820972.8093307987,254222.02265904113,2820970.8745107595,0.0
Wall,254220.00189231895,2820968.200879217,254215.15814701526,2820972.008959042,0.0
Wall,254221.61487494153,2820970.3349806797,254220.00189231895,2820968.200879217,0.0
Wall,254219.57236029443,2820967.632574941,254216.0826131868,2820963.015368096,0.0
Wall,254216.0826131868,2820963.015368096,254211.0675296338,2820966.805835777,0.0
Wall,254211.0675296338,2820966.805835777,254218.6971951187,2820976.510505338,0.0
Wall,254214.57665665567,2820964.153590321,254214.41647822942,2820963.918419826,0.0
Wall,254214.20844367822,2820963.6129880054,254212.0507132256,2820960.445054905,0.0
Wall,254212.0507132256,2820960.445054905,254208.88586976106,2820962.2749014567,0.0
Wall,254208.88586976106,2820962.2749014567,254209.34476387323,2820962.975441355,0.0
Wall,254210.2396798089,2820964.3416047073,254211.59348985675,2820966.408307958,0.0
Wall,254209.47431308345,2820963.173208962,254210.05152465106,2820964.054370263,0.0
Wall,254216.58957912348,2820951.075917385,254214.08455984254,2820948.422015711,0.0
Wall,254214.08455984254,2820948.422015711,254211.45911460524,2820951.113064962,0.0
Wall,254211.45911460524,2820951.113064962,254212.52039785904,2820952.2328247307,0.0
Wall,254213.2462797669,2820952.9987026006,254213.97117098025,2820953.7635351885,0.0
Wall,254213.97117098025,2820953.7635351885,254216.58957912348,2820951.075917385,0.0
